Date,HDFCBANK.NS,ICICIBANK.NS,SBIN.NS,TCS.NS,INFY.NS,HCLTECH.NS,ITC.NS,HINDUNILVR.NS,RELIANCE.NS,LT.NS,^NSEI
2024-04-08,740.4613647461,1060.6756591797,727.6385498047,3655.6179199219,1360.8427734375,1391.8747558594,373.9406433105,2158.9924316406,1468.2687988281,3707.0319824219,22666.3007812500
2024-04-09,741.3949584961,1080.0909423828,723.7556152344,3631.6921386719,1377.5688476562,1392.2814941406,371.5441284180,2154.4248046875,1446.2097167969,3685.0302734375,22642.7500000000
2024-04-10,735.5540161133,1082.3836669922,737.8196411133,3666.7524414062,1388.5812988281,1391.0612792969,380.7815246582,2151.3325195312,1461.9450683594,3653.8286132812,22753.8007812500
2024-04-12,727.2233886719,1077.5054931641,725.7444458008,3682.1662597656,1368.2614746094,1375.1093750000,374.8120727539,2124.1186523438,1449.6680908203,3581.8366699219,22519.4003906250
2024-04-15,715.6132812500,1052.0897216797,717.4102172852,3626.7687988281,1352.9637451172,1360.2423095703,371.1519775391,2087.7219238281,1447.3707275391,3505.4638671875,22272.5000000000
2024-04-16,722.5794067383,1041.0649414062,711.9171752930,3563.8259277344,1303.4766845703,1335.1621093750,371.1519775391,2113.1755371094,1448.2847900391,3449.6320800781,22147.9003906250
2024-04-18,715.6132812500,1029.7474365234,705.3822631836,3553.8872070312,1307.9002685547,1325.7174072266,365.0082397461,2107.4665527344,1446.8767089844,3456.9335937500,21995.8496093750
2024-04-19,733.1362304688,1041.2601318359,710.7332763672,3520.9433593750,1300.5279541016,1308.2292480469,370.1498107910,2123.4523925781,1452.6075439453,3425.1970214844,22147.0000000000
2024-04-22,723.9916992188,1060.1877441406,725.5550537109,3556.2805175781,1320.3409423828,1324.8588867188,370.6291198730,2132.8725585938,1462.2166748047,3517.0485839844,22336.4003906250
2024-04-23,721.7894287109,1063.6999511719,732.0898437500,3565.5742187500,1329.2340087891,1343.6124267578,374.0278015137,2153.0925292969,1441.9362792969,3514.5659179688,22368.0000000000
2024-04-24,723.7523193359,1070.0418701172,732.1845092773,3525.4067382812,1318.4979248047,1336.9244384766,373.7663269043,2150.7138671875,1432.8952636719,3538.6120605469,22402.4003906250
2024-04-25,723.2975463867,1086.6276855469,769.6888427734,3544.8698730469,1325.5938720703,1359.4287109375,381.3044128418,2122.7387695312,1442.5784912109,3555.6003417969,22570.3496093750
2024-04-26,722.8427124023,1080.9202880859,758.8920898438,3516.4807128906,1318.0372314453,1332.0439453125,383.4394836426,2114.9357910156,1435.2420654297,3509.7473144531,22419.9492187500
2024-04-29,732.2744750977,1131.8979492188,782.7584228516,3561.4335937500,1322.1840820312,1253.9118652344,381.8708801270,2118.2187500000,1447.5684814453,3538.0769042969,22643.4003906250
2024-04-30,727.7739868164,1122.3852539062,782.5216674805,3515.8361816406,1309.0983886719,1235.1129150391,379.6486206055,2122.3581542969,1449.5198974609,3499.1359863281,22604.8496093750
2024-05-02,733.5910644531,1111.7017822266,786.1205444336,3555.0839843750,1303.4766845703,1229.7805175781,382.5680236816,2118.4091796875,1449.0753173828,3504.1979980469,22648.1992187500
2024-05-03,727.5346069336,1114.2386474609,787.4464721680,3536.7712402344,1305.1816406250,1218.3479003906,380.3457946777,2109.6074218750,1416.9130859375,3407.1379394531,22475.8496093750
2024-05-06,728.9948730469,1118.3851318359,765.0480957031,3608.2268066406,1314.0284423828,1228.0634765625,378.8643493652,2146.8598632812,1402.6105957031,3371.6042480469,22442.6992187500
2024-05-07,721.0952148438,1104.3358154297,759.4603881836,3661.5073242188,1327.8977050781,1219.0415039062,383.7444458008,2264.0895996094,1384.7755126953,3336.9953613281,22302.5000000000
2024-05-08,709.8441772461,1095.6524658203,767.8893432617,3659.6669921875,1315.3186035156,1203.1964111328,384.3109436035,2227.5981445312,1401.6472167969,3394.5310058594,22302.5000000000
2024-05-09,693.0155029297,1088.5302734375,776.4129638672,3644.2529296875,1326.6074218750,1209.0582275391,370.4548339844,2212.9440917969,1377.5130615234,3188.7277832031,21957.5000000000
2024-05-10,697.8200683594,1089.8474121094,774.0926513672,3583.2424316406,1313.1069335938,1205.5319824219,377.6443176270,2248.0563964844,1390.6547851562,3184.8337402344,22055.1992187500
2024-05-13,706.2400512695,1100.5307617188,765.9952392578,3632.8425292969,1311.7706298828,1202.5095214844,376.3371582031,2246.2480468750,1385.9859619141,3206.6408691406,22104.0507812500
2024-05-14,709.0062866211,1093.2623291016,774.8977050781,3589.9604492188,1312.9226074219,1209.9741210938,374.4635009766,2235.7336425781,1403.1539306641,3289.9743652344,22217.8496093750
2024-05-15,698.1111450195,1096.9696044922,776.8865356445,3570.8193359375,1308.5452880859,1220.8278808594,372.8077392578,2210.7084960938,1399.3992919922,3320.9809570312,22200.5507812500
2024-05-16,708.6665649414,1103.5064697266,768.9785156250,3615.8210449219,1339.3248291016,1234.7954101562,375.9885864258,2229.5961914062,1408.3660888672,3368.9758300781,22403.8496093750
2024-05-17,710.5350341797,1102.9698486328,774.5662231445,3553.8571777344,1330.9849853516,1221.1024169922,380.2151184082,2207.9013671875,1418.5927734375,3359.3864746094,22466.0996093750
2024-05-21,707.9629516602,1093.6524658203,786.6888427734,3540.9733886719,1321.6312255859,1229.0709228516,378.9079284668,2198.7187500000,1419.0126953125,3349.8459472656,22529.0507812500
2024-05-22,708.1570434570,1084.0422363281,788.4221191406,3551.9106445312,1340.6612548828,1230.1242675781,383.3523559570,2252.1955566406,1443.2456054688,3369.2192382812,22597.8007812500
2024-05-23,724.3662109375,1106.8725585938,801.2775878906,3608.8693847656,1356.8802490234,1239.7415771484,384.6159667969,2267.0393066406,1468.3430175781,3490.4714355469,22967.6503906250
2024-05-24,736.3046875000,1104.3845214844,797.9072265625,3568.1318359375,1350.1529541016,1232.0935058594,380.1279602051,2254.2409667969,1462.6119384766,3529.8991699219,22957.0996093750
2024-05-27,741.4004516602,1102.2869873047,802.8183593750,3565.8605957031,1355.9125976562,1239.5125732422,376.0321350098,2268.9423828125,1448.7788085938,3555.3081054688,22932.4492187500
2024-05-28,742.7592773438,1099.5062255859,800.3628540039,3559.2331542969,1351.9499511719,1244.1837158203,373.8534851074,2279.8376464844,1438.8485107422,3561.3439941406,22888.1503906250
2024-05-29,731.9855346680,1075.1639404297,792.1776733398,3525.6330566406,1337.1130371094,1239.3291015625,375.5528564453,2258.3806152344,1423.6074218750,3538.5634765625,22704.6992187500
2024-05-30,735.1642456055,1086.5789794922,795.2590942383,3463.0200195312,1315.4567871094,1219.8660888672,369.3655090332,2237.4462890625,1407.8720703125,3538.4660644531,22488.6503906250
2024-05-31,743.2687988281,1093.7501220703,799.5924072266,3402.6320800781,1322.4598388672,1212.7677001953,371.6312866211,2216.1799316406,1413.3560791016,3572.1503906250,22530.6992187500
2024-06-03,762.9965209961,1131.7514648438,872.1032104492,3432.2004394531,1321.5197753906,1203.9290771484,375.0299682617,2241.7285156250,1492.3286132812,3793.9672851562,23263.9003906250
2024-06-04,719.7800292969,1045.3579101562,746.4852905273,3443.4624023438,1310.0050048828,1193.9454345703,368.4968261719,2375.3247070312,1380.6257324219,3313.0957031250,21884.5000000000
2024-06-05,753.0962524414,1081.6520996094,760.4962768555,3472.6140136719,1344.2672119141,1230.7196044922,381.8983459473,2476.6157226562,1403.8210449219,3318.7419433594,22620.3496093750
2024-06-06,756.9301147461,1083.3593750000,786.6887817383,3550.4272460938,1383.8874511719,1279.9959716797,386.4246215820,2426.0415039062,1414.5417480469,3390.3447265625,22821.4003906250
2024-06-07,763.5545654297,1094.3841552734,799.2072753906,3609.3322753906,1441.5554199219,1311.1372070312,389.7528381348,2452.8750000000,1452.4346923828,3438.9721679688,23290.1503906250
2024-06-10,757.7066650391,1096.4329833984,800.9887084961,3576.6589355469,1409.7369384766,1299.4593505859,387.7559204102,2441.0278320312,1453.8674316406,3449.9243164062,23259.1992187500
2024-06-11,759.4052734375,1090.9693603516,804.5997924805,3570.5417480469,1405.9770507812,1308.6643066406,384.2946166992,2432.4643554688,1439.3179931641,3503.4194335938,23264.8496093750
2024-06-12,763.9428100586,1092.2866210938,808.0183105469,3551.5859375000,1396.0603027344,1317.7777099609,383.6733398438,2406.1540527344,1445.8886718750,3534.1828613281,23322.9492187500
2024-06-13,767.1458740234,1080.3836669922,812.6405639648,3594.6872558594,1404.2851562500,1322.7237548828,381.8983459473,2366.8554687500,1447.7906494141,3605.5908203125,23398.9003906250
2024-06-14,774.9834594727,1078.7249755859,808.1145629883,3551.9570312500,1399.5382080078,1310.7252197266,382.6527099609,2382.5649414062,1459.9440917969,3590.1601562500,23465.5996093750
2024-06-18,780.2733764648,1095.5062255859,813.6034545898,3536.2460937500,1408.2799072266,1316.3580322266,380.5226745605,2388.8100585938,1463.3778076172,3591.5231933594,23557.9003906250
2024-06-19,804.5628662109,1116.5800781250,821.0182495117,3523.8254394531,1420.6407470703,1324.2808837891,375.9963684082,2360.7067871094,1441.2694091797,3494.9011230469,23516.0000000000
2024-06-20,810.1437988281,1128.6293945312,812.4960327148,3510.4318847656,1424.4476318359,1322.0823974609,375.6856994629,2384.9189453125,1456.1398925781,3526.7890625000,23567.0000000000
2024-06-21,808.3967285156,1130.4344482422,805.3220214844,3532.2141113281,1440.7094726562,1326.1124267578,372.4019165039,2345.6218261719,1436.8724365234,3468.4584960938,23501.0996093750
2024-06-24,811.6240234375,1141.6054687500,801.8554077148,3537.8217773438,1435.4924316406,1319.7011718750,375.6856994629,2346.4865722656,1424.2989501953,3465.1223144531,23537.8496093750
2024-06-25,830.5266723633,1168.7773437500,811.0516357422,3557.8891601562,1449.4041748047,1326.2041015625,375.6856994629,2336.8784179688,1436.8228759766,3520.2644042969,23721.3007812500
2024-06-26,825.7463989258,1188.3391113281,814.0367431641,3574.0170898438,1448.2292480469,1322.3112792969,376.2626037598,2349.7534179688,1495.9844970703,3535.1293945312,23868.8007812500
2024-06-27,823.1500244141,1190.1928710938,812.7367553711,3646.5942382812,1478.9195556641,1332.5697021484,377.7270202637,2365.6545410156,1512.3126220703,3497.3049316406,24044.5000000000
2024-06-28,817.1564941406,1170.3870849609,817.5034790039,3618.7871093750,1472.7156982422,1336.8746337891,377.1057434082,2376.1274414062,1546.7474365234,3481.6550292969,24010.5996093750
2024-07-01,827.5420532227,1182.3387451172,810.7627563477,3687.4245605469,1495.3222656250,1345.3469238281,380.7889404297,2406.9216308594,1541.5599365234,3460.1674804688,24141.9492187500
2024-07-02,839.8687744141,1161.6063232422,795.5480346680,3723.7590332031,1523.7569580078,1356.2921142578,377.6382446289,2387.7531738281,1546.5251464844,3558.2358398438,24123.8496093750
2024-07-03,858.3347167969,1172.3382568359,808.8368530273,3675.4213867188,1529.7257080078,1356.4752197266,380.1232910156,2411.9658203125,1533.9270019531,3546.3146972656,24286.5000000000
2024-07-04,838.1945190430,1202.9737548828,808.2108764648,3727.0498046875,1551.5803222656,1394.3486328125,380.7889404297,2398.1298828125,1535.5079345703,3506.0375976562,24302.1503906250
2024-07-05,799.8311157227,1203.3640136719,827.9033813477,3718.5688476562,1548.5722656250,1391.6463623047,384.8715515137,2447.1791992188,1569.6955566406,3558.8737792969,24323.8496093750
2024-07-08,793.6434936523,1204.9739990234,824.5330810547,3701.3281250000,1561.9200439453,1404.4692382812,393.7023010254,2485.7556152344,1581.8244628906,3563.6323242188,24320.5507812500
2024-07-09,794.2015380859,1217.8524169922,829.3959960938,3694.1909179688,1557.6900634766,1402.3629150391,401.6899414062,2488.6379394531,1571.3260498047,3597.0908203125,24433.1992187500
2024-07-10,789.1544189453,1212.9254150391,817.5515747070,3623.4216308594,1549.3242187500,1382.9912109375,400.6693115234,2508.1425781250,1565.3480224609,3581.3427734375,24324.4492187500
2024-07-11,787.1161499023,1208.2910156250,824.9664306641,3636.9082031250,1553.5072021484,1384.7770996094,407.0594177246,2506.6052246094,1561.8156738281,3552.9377441406,24315.9492187500
2024-07-12,787.5043334961,1202.8762207031,827.8552856445,3878.1357421875,1609.0130615234,1429.0158691406,407.4144287109,2519.4799804688,1577.6990966797,3580.6560058594,24502.1503906250
2024-07-15,787.2131958008,1199.9979248047,848.7033081055,3864.4641113281,1604.5952148438,1437.6256103516,411.2751159668,2517.6066894531,1578.1931152344,3582.8635253906,24586.6992187500
2024-07-16,786.0727539062,1209.7056884766,848.0773315430,3873.0375976562,1622.4548339844,1437.5800781250,413.1832580566,2583.0856933594,1557.4681396484,3568.0969238281,24613.0000000000
2024-07-18,783.6704711914,1219.8525390625,860.4513549805,4000.1169433594,1652.5341796875,1460.4777832031,417.3545837402,2631.0778808594,1567.7690429688,3587.3767089844,24800.8496093750
2024-07-19,780.0307617188,1218.2427978516,856.4069824219,3997.1909179688,1685.3394775391,1460.4777832031,421.1708984375,2620.1250000000,1536.6196289062,3550.3864746094,24530.9003906250
2024-07-22,797.1376953125,1210.9252929688,844.3218383789,3983.2080078125,1702.1650390625,1444.4948730469,414.0708007812,2628.0993652344,1482.7935791016,3582.7163085938,24509.2500000000
2024-07-23,785.4176025391,1196.8759765625,831.8996582031,3997.1435546875,1726.6518554688,1475.1828613281,436.8355712891,2657.9328613281,1470.1708984375,3471.4509277344,24479.0507812500
2024-07-24,778.4534912109,1193.2172851562,820.4404296875,4000.7670898438,1723.8786621094,1461.6616210938,438.4774780273,2610.5646972656,1477.8779296875,3453.2009277344,24413.5000000000
2024-07-25,784.5440673828,1168.7286376953,817.0701293945,4015.8640136719,1715.3249511719,1465.2612304688,434.8386840820,2601.1008300781,1474.6171875000,3551.0244140625,24406.0996093750
2024-07-26,785.2962646484,1177.8020019531,830.5033569336,4076.5783691406,1766.1309814453,1509.3315429688,445.7107543945,2604.8000488281,1491.0441894531,3610.6306152344,24834.8496093750
2024-07-29,778.9387817383,1183.1680908203,839.3143920898,4070.3073730469,1758.7990722656,1506.5626220703,440.2525634766,2605.3283691406,1501.9870605469,3703.8916015625,24836.0996093750
2024-07-30,784.0344848633,1179.9971923828,840.4699707031,4055.6748046875,1764.4859619141,1504.6245117188,434.7943115234,2585.9199218750,1495.1199951172,3713.4089355469,24857.3007812500
2024-07-31,784.1314697266,1185.3145751953,840.0848388672,4074.2561035156,1756.1201171875,1516.0230712891,439.6312561035,2599.6115722656,1487.4870605469,3743.1877441406,24951.1503906250
2024-08-01,795.3178100586,1180.6313476562,830.6960449219,4085.1721191406,1741.4094238281,1514.1308593750,438.1669006348,2609.1237792969,1497.2443847656,3708.1596679688,25010.9003906250
2024-08-02,805.1937255859,1167.4114990234,816.4441528320,3979.2126464844,1711.8940429688,1485.2889404297,434.0842895508,2587.0251464844,1481.4595947266,3596.6982421875,24717.6992187500
2024-08-05,784.1314697266,1144.0446777344,781.5851440430,3860.2932128906,1646.7532958984,1442.0031738281,431.3329772949,2609.4597167969,1430.0793457031,3461.5900878906,24055.5996093750
2024-08-06,777.0703125000,1138.4345703125,768.1518554688,3875.2976074219,1646.0013427734,1460.7847900391,431.5992431641,2642.2714843750,1438.7004394531,3508.8828125000,23992.5507812500
2024-08-07,787.8925781250,1143.8983154297,778.6962280273,3902.4724121094,1684.1176757812,1471.7216796875,437.2349853516,2636.5065917969,1447.3707275391,3569.7648925781,24297.5000000000
2024-08-08,797.2104492188,1136.2395019531,778.1184692383,3876.5515136719,1638.5285644531,1437.8035888672,439.0987854004,2626.0817871094,1431.8577880859,3486.6591796875,24117.0000000000
2024-08-09,800.8502197266,1143.0689697266,793.7665405273,3928.7651367188,1664.4719238281,1467.4299316406,440.1194458008,2639.5332031250,1456.7330322266,3524.4345703125,24367.5000000000
2024-08-12,805.6547851562,1154.0903320312,782.4998779297,3898.0129394531,1689.5225830078,1463.0921630859,438.9656677246,2640.9743652344,1443.2207031250,3504.7128906250,24347.0000000000
2024-08-13,778.0408935547,1149.7113037109,768.0073852539,3899.2211914062,1689.5693359375,1469.9217529297,434.8830566406,2633.9604492188,1446.1850585938,3484.9423828125,24139.0000000000
2024-08-14,780.2733764648,1143.1181640625,773.2554931641,3990.5478515625,1713.8210449219,1500.8404541016,436.8355712891,2615.3688964844,1444.4312744141,3478.4663085938,24143.7500000000
2024-08-16,792.0662841797,1168.3098144531,782.0183715820,4102.7773437500,1747.3781738281,1539.6965332031,446.1101684570,2640.5419921875,1460.5864257812,3501.1806640625,24541.1503906250
2024-08-19,791.7993164062,1157.1408691406,783.5591430664,4171.4819335938,1752.8773193359,1549.1566162109,445.0451049805,2635.0654296875,1475.6562500000,3488.1311035156,24572.6503906250
2024-08-20,794.7839965820,1160.6341552734,789.9146728516,4202.4194335938,1759.8331298828,1556.7706298828,442.6931762695,2643.2324218750,1483.1416015625,3505.4487304688,24698.8496093750
2024-08-21,789.0089111328,1156.1075439453,785.3406372070,4228.6191406250,1760.3028564453,1548.0028076172,448.5508422852,2681.8085937500,1485.8433837891,3528.3593750000,24770.1992187500
2024-08-22,791.6780395508,1172.0983886719,789.9146728516,4182.6308593750,1767.3999023438,1546.9875488281,447.7964172363,2683.3461914062,1485.2979736328,3538.6123046875,24811.5000000000
2024-08-23,788.6448364258,1184.3005371094,785.1480102539,4147.2338867188,1750.3393554688,1533.4204101562,448.9057922363,2705.2526855469,1487.1322021484,3530.8120117188,24823.1503906250
2024-08-26,795.8759155273,1193.9443359375,784.8591308594,4183.0483398438,1763.5460205078,1586.9509277344,448.8170166016,2710.5849609375,1499.6490478516,3573.3461914062,25010.5996093750
2024-08-27,794.8082275391,1206.7860107422,785.6777343750,4178.1254882812,1786.0584716797,1579.7058105469,444.2907104492,2658.4606933594,1487.6031494141,3633.0014648438,25017.7500000000
2024-08-28,794.4927978516,1204.3258056641,779.4184570312,4186.3935546875,1822.7177734375,1586.9509277344,441.3619079590,2656.0109863281,1485.4715576172,3619.6086425781,25052.3496093750
2024-08-29,795.1964721680,1202.4071044922,784.3295288086,4191.7353515625,1817.3128662109,1616.8542480469,448.2845764160,2676.0920410156,1507.9028320312,3614.1140136719,25151.9492187500
2024-08-30,794.3957519531,1209.5905761719,785.3887939453,4230.7094726562,1827.0417480469,1618.1463623047,445.4444885254,2669.1259765625,1496.6995849609,3634.9150390625,25235.9003906250
2024-09-02,789.5668334961,1210.3284912109,791.6961669922,4200.3291015625,1846.5933837891,1667.4313964844,452.6777648926,2679.7431640625,1503.2678222656,3613.7707519531,25278.6992187500
2024-09-03,794.6141357422,1227.7954101562,794.2480468750,4192.2465820312,1824.7388916016,1652.4796142578,452.1009216309,2684.7873535156,1496.2038574219,3620.6877441406,25279.8496093750
2024-09-04,796.7736816406,1216.6264648438,786.2554321289,4161.4946289062,1807.0670166016,1647.6804199219,449.3939514160,2729.8972167969,1501.5823974609,3582.0786132812,25198.6992187500
2024-09-05,798.5450439453,1216.2329101562,788.4221191406,4158.4291992188,1817.1248779297,1652.5722656250,453.6984252930,2727.2067871094,1480.1921386719,3555.9301757812,25145.0996093750
2024-09-06,794.4199218750,1188.8763427734,753.5148925781,4140.5903320312,1787.7034912109,1620.7767333984,445.2669982910,2727.6870117188,1452.2830810547,3507.4602050781,24852.1503906250
2024-09-09,799.0546264648,1215.2980957031,755.2000122070,4133.9018554688,1780.9357910156,1612.1472167969,454.1865844727,2807.2902832031,1449.9283447266,3510.9433593750,24936.4003906250
2024-09-10,800.9230346680,1217.5614013672,753.6593017578,4188.0659179688,1797.5263671875,1642.0042724609,455.8284301758,2784.9995117188,1449.0113525391,3528.4572753906,25041.0996093750
2024-09-11,797.7928466797,1216.6264648438,740.1297607422,4161.5874023438,1795.5053710938,1641.6813964844,456.4940795898,2790.3320312500,1439.0721435547,3470.3715820312,24918.4492187500
2024-09-12,808.8092651367,1232.1744384766,758.5703735352,4197.2172851562,1833.3867187500,1668.3081054688,461.0647888184,2840.5344238281,1467.1298828125,3553.8208007812,25388.9003906250
2024-09-13,808.4938354492,1230.4030761719,761.5555419922,4201.7695312500,1827.4176025391,1673.1074218750,456.0503234863,2818.0031738281,1460.0163574219,3544.9899902344,25356.5000000000
2024-09-16,810.9202880859,1242.7037353516,756.4519042969,4193.0830078125,1833.1986083984,1672.2305908203,453.6096801758,2754.7341308594,1458.7521972656,3593.3129882812,25383.7500000000
2024-09-17,809.8769531250,1247.8699951172,753.9000854492,4186.0219726562,1835.3607177734,1673.9842529297,450.6364746094,2760.8830566406,1459.6942138672,3625.6428222656,25418.5507812500
2024-09-18,822.4948730469,1267.7968750000,763.3851928711,4037.8371582031,1778.5856933594,1621.1458740234,450.2814636230,2763.1413574219,1450.9199218750,3660.2292480469,25377.5507812500
2024-09-19,829.1435546875,1271.3886718750,760.6889038086,3991.3837890625,1780.5125732422,1602.6871337891,451.0802612305,2797.6342773438,1457.0916748047,3614.3593750000,25415.8007812500
2024-09-20,845.0130004883,1317.0976562500,752.7445068359,3980.9313964844,1791.3693847656,1624.4224853516,456.5384521484,2860.9035644531,1473.2025146484,3722.4848632812,25790.9492187500
2024-09-23,854.0397338867,1300.8117675781,772.1480712891,3965.6953125000,1782.6275634766,1617.7309570312,458.8016052246,2909.8566894531,1480.5887451172,3716.4016113281,25939.0507812500
2024-09-24,858.0434570312,1297.5643310547,768.6814575195,3968.2961425781,1784.6485595703,1638.7740478516,457.2928771973,2834.9135742188,1476.6229248047,3720.2282714844,25940.4003906250
2024-09-25,863.4060058594,1302.7305908203,763.7221679688,3971.5019531250,1781.5467529297,1645.0500488281,459.3341369629,2833.3762207031,1481.1586914062,3722.4360351562,26004.1503906250
2024-09-26,865.5171508789,1307.8477783203,772.1480712891,3987.9931640625,1786.1994628906,1646.3883056641,463.9492187500,2869.0705566406,1485.1245117188,3691.3322753906,26216.0507812500
2024-09-27,850.5697631836,1285.7557373047,772.9185180664,4003.0432128906,1792.3094482422,1669.0465087891,463.9048156738,2849.9982910156,1513.1079101562,3635.8959960938,26178.9492187500
2024-09-30,840.5725097656,1252.6917724609,758.7148437500,3965.6953125000,1763.0290527344,1657.6943359375,459.8666381836,2842.3601074219,1463.9324951172,3606.3627929688,25810.8496093750
2024-10-01,837.7333984375,1254.0694580078,767.4296264648,3983.7187500000,1790.0534667969,1676.5224609375,458.1359863281,2809.1640625000,1452.2830810547,3584.7277832031,25796.9003906250
2024-10-03,816.2829589844,1236.3073730469,764.6851806641,3932.4814453125,1779.7606201172,1641.4968261719,455.0740661621,2779.9555664062,1394.9284667969,3431.8112792969,25250.0996093750
2024-10-04,804.4658203125,1219.9721679688,767.1407470703,3950.5979003906,1803.0252685547,1639.6970214844,446.9089355469,2737.1032714844,1374.6535644531,3428.1809082031,25014.5996093750
2024-10-07,785.1264038086,1214.2155761719,742.1038208008,3969.7368164062,1818.2060546875,1640.0200195312,452.8108825684,2722.3547363281,1358.9888916016,3403.0629882812,24795.7500000000
2024-10-08,801.2628173828,1216.8724365234,752.5037841797,3951.5270996094,1831.6005859375,1651.5565185547,450.8139648438,2708.3273925781,1385.3858642578,3465.9072265625,25013.1503906250
2024-10-09,792.5758056641,1224.3021240234,767.8629760742,3951.2485351562,1835.5484619141,1670.2463378906,436.3918151855,2660.4309082031,1362.8306884766,3421.4599609375,24981.9492187500
2024-10-10,806.7709350586,1223.6623535156,767.5740356445,3927.5102539062,1803.8240966797,1669.2773437500,436.7024536133,2646.7392578125,1359.3110351562,3395.2136230469,24998.4492187500
2024-10-11,801.2385253906,1203.4893798828,770.1258544922,3854.8586425781,1818.9578857422,1697.8886718750,433.2855224609,2674.1220703125,1360.3520507812,3416.9958496094,24964.2500000000
2024-10-14,819.2433471680,1212.0998535156,775.3259277344,3843.1987304688,1841.3294677734,1712.8862304688,441.0513000488,2679.7910156250,1360.7734375000,3488.1311035156,25127.9492187500
2024-10-15,817.3021240234,1235.4710693359,774.8444213867,3824.7568359375,1841.7054443359,1725.9918212891,442.4713134766,2672.4406738281,1332.5174560547,3485.0402832031,25057.3496093750
2024-10-16,824.9214477539,1223.3179931641,775.6147460938,3804.4570312500,1804.8581542969,1721.5156250000,437.7231140137,2672.2490234375,1342.4813232422,3466.1035156250,24971.3007812500
2024-10-17,811.9880371094,1211.6077880859,781.0073242188,3817.5102539062,1849.9772949219,1723.8692626953,433.9067993164,2631.3178710938,1344.8112792969,3503.0939941406,24749.8496093750
2024-10-18,816.2102050781,1244.3273925781,790.0110473633,3839.9079589844,1766.7889404297,1714.5473632812,431.9542541504,2610.6130371094,1347.6616210938,3510.4528808594,24854.0507812500
2024-10-21,838.9466552734,1238.9644775391,783.7999267578,3799.6750488281,1741.5505371094,1701.5340576172,429.2473144531,2587.9858398438,1357.4768066406,3518.1059570312,24781.0996093750
2024-10-22,832.0796508789,1247.2795410156,761.1222534180,3739.7443847656,1740.4693603516,1693.3125000000,427.6054077148,2576.6000976562,1331.8482666016,3445.7932128906,24472.0996093750
2024-10-23,842.3924560547,1231.6331787109,756.8852539062,3787.0090332031,1760.9610595703,1714.6793212891,426.3185119629,2555.0783691406,1327.0645751953,3390.3566894531,24435.5000000000
2024-10-24,849.1138305664,1232.7648925781,765.1184692383,3769.9191894531,1751.5140380859,1713.8895263672,418.6415100098,2406.9216308594,1328.3287353516,3377.8466796875,24399.4003906250
2024-10-25,846.0806884766,1235.4217529297,752.0223388672,3778.9064941406,1750.2922363281,1720.8105468750,428.0491943359,2428.9721679688,1316.4808349609,3263.7849121094,24180.8007812500
2024-10-28,841.6158447266,1272.2252197266,762.7111206055,3809.9196777344,1753.3941650391,1738.8328857422,429.6910705566,2474.8505859375,1322.9251708984,3277.9140625000,24339.1503906250
2024-10-29,850.1815185547,1310.6030273438,801.8554077148,3795.3908691406,1748.5932617188,1738.8328857422,433.0636291504,2447.8037109375,1328.5268554688,3317.2590332031,24466.8496093750
2024-10-30,841.8099365234,1291.2172851562,791.9850463867,3804.1452636719,1713.2277832031,1708.2227783203,436.2586975098,2454.8178710938,1332.3935546875,3344.1926269531,24340.8496093750
2024-10-31,842.3438720703,1271.6347656250,789.8184204102,3695.9250488281,1670.5897216797,1640.6390380859,433.8180541992,2429.1643066406,1320.6450195312,3554.1149902344,24205.3496093750
2024-11-01,843.1203002930,1271.1920166016,790.7813720703,3710.5935058594,1674.0119628906,1632.6030273438,435.1492919922,2438.0517578125,1327.1884765625,3558.0888671875,24304.3496093750
2024-11-04,831.8612060547,1256.8248291016,799.1109008789,3691.9204101562,1676.6739501953,1637.7589111328,430.0904846191,2425.8493652344,1291.0009765625,3507.1655273438,23995.3496093750
2024-11-05,853.0933227539,1276.0136718750,817.7442016602,3698.6259765625,1667.6899414062,1647.6064453125,426.1854248047,2422.5346679688,1294.1240234375,3507.5092773438,24213.3007812500
2024-11-06,851.8315429688,1281.5736083984,823.1367187500,3855.3681640625,1733.7625732422,1707.8511962891,426.9841918945,2430.6506347656,1314.0021972656,3576.8291015625,24484.0507812500
2024-11-07,847.6094360352,1258.3009033203,827.7589111328,3865.8454589844,1714.1309814453,1701.8590087891,424.1440734863,2406.1564941406,1294.4709472656,3577.9086914062,24199.3496093750
2024-11-08,851.4432373047,1238.7674560547,811.9183349609,3862.2136230469,1739.7043457031,1707.0151367188,424.2772216797,2437.4545898438,1272.7585449219,3591.3999023438,24148.1992187500
2024-11-11,857.1942138672,1249.0509033203,816.2515869141,3910.3632812500,1768.3674316406,1734.6990966797,423.3009643555,2421.2709960938,1261.8029785156,3560.5419921875,24141.3007812500
2024-11-12,833.8510131836,1250.3302001953,796.0776367188,3909.1520996094,1776.6383056641,1739.8548583984,419.6621704102,2392.5488281250,1263.3398437500,3523.7478027344,23883.4492187500
2024-11-13,815.9674682617,1233.6997070312,778.6962280273,3865.3332519531,1776.2581787109,1732.3298339844,419.0852355957,2395.9020996094,1241.3299560547,3481.1645507812,23559.0507812500
2024-11-14,821.5000000000,1236.8978271484,774.4592285156,3861.1892089844,1772.5980224609,1726.9416503906,413.5382690430,2322.2739257812,1256.7468261719,3459.8732910156,23532.6992187500
